"","source","sumlevel","geoid","name","st","T3_est1","T3_est2","T3_est3","T3_est4","T3_est5","T3_est6","T3_est7","T3_est8","T3_est9","T3_est10","T3_est11","T3_est12","T3_est13","T3_est14","T3_est15","T3_est16","T3_est17","T3_est18","T3_est19","T3_est20","T3_est21","T3_est22","T3_est23","T3_est24","T3_est25","T3_est26","T3_est27","T3_est28","T3_est29","T3_est30","T3_est31","T3_est32","T3_est33","T3_est34","T3_est35","T3_est36","T3_est37","T3_est38","T3_est39","T3_est40","T3_est41","T3_est42","T3_est43","T3_est44","T3_est45","T3_est46","T3_est47","T3_est48","T3_est49","T3_est50","T3_est51","T3_est52","T3_est53","T3_est54","T3_est55","T3_est56","T3_est57","T3_est58","T3_est59","T3_est60","T3_est61","T3_est62","T3_est63","T3_est64","T3_est65","T3_est66","T3_est67","T3_est68","T3_est69","T3_est70","T3_est71","T3_est72","T3_est73","T3_est74","T3_est75","T3_est76","T3_est77","T3_est78","T3_est79","T3_est80","T3_est81","T3_est82","T3_est83","T3_est84","T3_est85","T3_est86","T3_est87","T3_moe1","T3_moe2","T3_moe3","T3_moe4","T3_moe5","T3_moe6","T3_moe7","T3_moe8","T3_moe9","T3_moe10","T3_moe11","T3_moe12","T3_moe13","T3_moe14","T3_moe15","T3_moe16","T3_moe17","T3_moe18","T3_moe19","T3_moe20","T3_moe21","T3_moe22","T3_moe23","T3_moe24","T3_moe25","T3_moe26","T3_moe27","T3_moe28","T3_moe29","T3_moe30","T3_moe31","T3_moe32","T3_moe33","T3_moe34","T3_moe35","T3_moe36","T3_moe37","T3_moe38","T3_moe39","T3_moe40","T3_moe41","T3_moe42","T3_moe43","T3_moe44","T3_moe45","T3_moe46","T3_moe47","T3_moe48","T3_moe49","T3_moe50","T3_moe51","T3_moe52","T3_moe53","T3_moe54","T3_moe55","T3_moe56","T3_moe57","T3_moe58","T3_moe59","T3_moe60","T3_moe61","T3_moe62","T3_moe63","T3_moe64","T3_moe65","T3_moe66","T3_moe67","T3_moe68","T3_moe69","T3_moe70","T3_moe71","T3_moe72","T3_moe73","T3_moe74","T3_moe75","T3_moe76","T3_moe77","T3_moe78","T3_moe79","T3_moe80","T3_moe81","T3_moe82","T3_moe83","T3_moe84","T3_moe85","T3_moe86","T3_moe87"
"11","2016thru2020",40,"0400000US13","Georgia",13,3830265,2453160,10205,2140,1525,2225,865,3445,6475,655,700,1715,655,2750,21810,2115,3555,5345,3085,7715,193640,100090,52270,27590,6360,7325,260505,28325,54040,86350,37745,54045,25700,25700,0,0,0,0,1934830,30925,103740,243605,198005,1358550,1377105,19100,5990,4150,3585,1960,3415,15680,3995,3435,4260,1100,2890,38495,10140,8440,8975,4400,6540,278350,187895,74790,14200,835,635,286550,31765,106170,116355,22715,9545,37005,37005,0,0,0,0,701925,37255,46575,146365,113785,357945,8093,14997,853,297,327,551,232,493,740,193,212,382,217,496,1242,587,507,687,444,736,4129,3015,2265,1441,743,704,4685,1413,1973,2583,1617,1910,1660,1660,33,33,33,33,14729,1369,2280,4273,3959,12194,9408,1205,800,642,485,546,472,1173,504,590,645,344,398,1962,973,908,792,722,770,5193,3991,2869,1181,242,192,5204,1461,3003,3977,1817,956,1848,1848,33,33,33,33,6765,1671,1990,3628,2545,5039
