"","source","sumlevel","geoid","name","st","T4_est1","T4_est2","T4_est3","T4_est4","T4_est5","T4_est6","T4_est7","T4_est8","T4_est9","T4_est10","T4_est11","T4_est12","T4_est13","T4_est14","T4_est15","T4_est16","T4_est17","T4_est18","T4_est19","T4_est20","T4_est21","T4_est22","T4_est23","T4_est24","T4_est25","T4_est26","T4_est27","T4_est28","T4_est29","T4_est30","T4_est31","T4_est32","T4_est33","T4_est34","T4_est35","T4_est36","T4_est37","T4_est38","T4_est39","T4_est40","T4_est41","T4_est42","T4_est43","T4_est44","T4_est45","T4_est46","T4_est47","T4_est48","T4_est49","T4_est50","T4_est51","T4_est52","T4_est53","T4_est54","T4_est55","T4_est56","T4_est57","T4_est58","T4_est59","T4_est60","T4_est61","T4_est62","T4_est63","T4_moe1","T4_moe2","T4_moe3","T4_moe4","T4_moe5","T4_moe6","T4_moe7","T4_moe8","T4_moe9","T4_moe10","T4_moe11","T4_moe12","T4_moe13","T4_moe14","T4_moe15","T4_moe16","T4_moe17","T4_moe18","T4_moe19","T4_moe20","T4_moe21","T4_moe22","T4_moe23","T4_moe24","T4_moe25","T4_moe26","T4_moe27","T4_moe28","T4_moe29","T4_moe30","T4_moe31","T4_moe32","T4_moe33","T4_moe34","T4_moe35","T4_moe36","T4_moe37","T4_moe38","T4_moe39","T4_moe40","T4_moe41","T4_moe42","T4_moe43","T4_moe44","T4_moe45","T4_moe46","T4_moe47","T4_moe48","T4_moe49","T4_moe50","T4_moe51","T4_moe52","T4_moe53","T4_moe54","T4_moe55","T4_moe56","T4_moe57","T4_moe58","T4_moe59","T4_moe60","T4_moe61","T4_moe62","T4_moe63"
"11","2016thru2020",40,"0400000US13","Georgia",13,3830265,2453160,492635,92840,80160,12680,206475,163090,43385,193320,192970,345,1934830,259210,232180,27030,1248860,1095850,153005,426760,425625,1135,25700,4040,3755,285,4785,4540,245,16870,16870,0,1377105,638175,212070,174945,37130,121925,83470,38455,304180,302940,1240,701925,172205,153740,18465,229660,196170,33490,300055,298815,1245,37005,11070,9670,1395,2090,1975,115,23845,23735,115,8093,14997,6742,2766,2649,1015,4376,3802,1939,3665,3654,188,14729,4701,4285,1687,12341,12466,3767,6518,6463,340,1660,513,509,141,642,627,129,1418,1418,33,9408,7663,4257,3982,1812,2837,2694,1976,5765,5799,256,6765,3992,3683,1197,4682,4131,1721,4305,4299,253,1848,977,890,376,331,322,76,1513,1519,131
