"","source","sumlevel","geoid","name","st","T5_est1","T5_est2","T5_est3","T5_est4","T5_est5","T5_est6","T5_est7","T5_est8","T5_est9","T5_est10","T5_est11","T5_est12","T5_est13","T5_est14","T5_est15","T5_est16","T5_est17","T5_est18","T5_est19","T5_est20","T5_est21","T5_est22","T5_est23","T5_est24","T5_est25","T5_est26","T5_est27","T5_est28","T5_est29","T5_est30","T5_est31","T5_est32","T5_est33","T5_est34","T5_est35","T5_est36","T5_est37","T5_est38","T5_est39","T5_est40","T5_est41","T5_est42","T5_est43","T5_est44","T5_est45","T5_est46","T5_est47","T5_est48","T5_est49","T5_est50","T5_est51","T5_est52","T5_est53","T5_est54","T5_est55","T5_est56","T5_est57","T5_est58","T5_est59","T5_est60","T5_est61","T5_est62","T5_est63","T5_est64","T5_est65","T5_est66","T5_est67","T5_est68","T5_est69","T5_est70","T5_est71","T5_est72","T5_est73","T5_est74","T5_est75","T5_est76","T5_est77","T5_est78","T5_est79","T5_est80","T5_est81","T5_est82","T5_est83","T5_est84","T5_est85","T5_est86","T5_est87","T5_est88","T5_est89","T5_est90","T5_est91","T5_est92","T5_est93","T5_est94","T5_est95","T5_est96","T5_est97","T5_est98","T5_est99","T5_est100","T5_est101","T5_est102","T5_est103","T5_est104","T5_est105","T5_est106","T5_est107","T5_est108","T5_est109","T5_est110","T5_est111","T5_est112","T5_est113","T5_est114","T5_est115","T5_est116","T5_est117","T5_est118","T5_est119","T5_est120","T5_est121","T5_est122","T5_est123","T5_est124","T5_est125","T5_est126","T5_est127","T5_est128","T5_est129","T5_moe1","T5_moe2","T5_moe3","T5_moe4","T5_moe5","T5_moe6","T5_moe7","T5_moe8","T5_moe9","T5_moe10","T5_moe11","T5_moe12","T5_moe13","T5_moe14","T5_moe15","T5_moe16","T5_moe17","T5_moe18","T5_moe19","T5_moe20","T5_moe21","T5_moe22","T5_moe23","T5_moe24","T5_moe25","T5_moe26","T5_moe27","T5_moe28","T5_moe29","T5_moe30","T5_moe31","T5_moe32","T5_moe33","T5_moe34","T5_moe35","T5_moe36","T5_moe37","T5_moe38","T5_moe39","T5_moe40","T5_moe41","T5_moe42","T5_moe43","T5_moe44","T5_moe45","T5_moe46","T5_moe47","T5_moe48","T5_moe49","T5_moe50","T5_moe51","T5_moe52","T5_moe53","T5_moe54","T5_moe55","T5_moe56","T5_moe57","T5_moe58","T5_moe59","T5_moe60","T5_moe61","T5_moe62","T5_moe63","T5_moe64","T5_moe65","T5_moe66","T5_moe67","T5_moe68","T5_moe69","T5_moe70","T5_moe71","T5_moe72","T5_moe73","T5_moe74","T5_moe75","T5_moe76","T5_moe77","T5_moe78","T5_moe79","T5_moe80","T5_moe81","T5_moe82","T5_moe83","T5_moe84","T5_moe85","T5_moe86","T5_moe87","T5_moe88","T5_moe89","T5_moe90","T5_moe91","T5_moe92","T5_moe93","T5_moe94","T5_moe95","T5_moe96","T5_moe97","T5_moe98","T5_moe99","T5_moe100","T5_moe101","T5_moe102","T5_moe103","T5_moe104","T5_moe105","T5_moe106","T5_moe107","T5_moe108","T5_moe109","T5_moe110","T5_moe111","T5_moe112","T5_moe113","T5_moe114","T5_moe115","T5_moe116","T5_moe117","T5_moe118","T5_moe119","T5_moe120","T5_moe121","T5_moe122","T5_moe123","T5_moe124","T5_moe125","T5_moe126","T5_moe127","T5_moe128","T5_moe129"
"11","2016thru2020",40,"0400000US13","Georgia",13,3830265,2453160,492635,133325,42055,28815,62455,112090,35030,19490,57570,123225,36330,15125,71770,48710,13705,3985,31025,75285,20645,5895,48745,1934830,30925,10510,10760,9655,103740,36240,33560,33940,243605,78980,52700,111920,198005,59505,27810,110690,1358550,345330,108650,904570,25700,25700,5670,3500,16530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377105,638175,239780,39555,13945,186280,196985,28495,13000,155490,147370,16955,7355,123055,31010,2645,1700,26670,23030,2570,3155,17305,701925,37255,10735,6655,19865,46575,9925,7430,29215,146365,20320,6745,119295,113785,12245,3985,97555,357945,35040,10390,312515,37005,37005,2960,1590,32455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8093,14997,6742,3506,1819,1301,2154,3228,1661,1222,2368,3149,1869,903,2524,1856,1098,490,1541,2269,1181,657,2059,14729,1369,862,817,790,2280,1524,1149,1486,4273,1967,1815,2948,3959,2072,1265,3177,12194,4113,2189,9297,1660,1660,534,537,1452,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,9408,7663,4276,1543,974,4106,4578,1448,1314,4025,4440,1435,751,3899,2035,581,359,1827,1431,574,401,1190,6765,1671,875,780,1223,1990,795,830,1523,3628,1407,592,3162,2545,921,489,2533,5039,1721,898,4706,1848,1848,410,275,1778,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
