"","source","sumlevel","geoid","name","st","T1_est1","T1_est2","T1_est3","T1_est4","T1_est5","T1_est6","T1_est7","T1_est8","T1_est9","T1_est10","T1_est11","T1_est12","T1_est13","T1_est14","T1_est15","T1_est16","T1_est17","T1_est18","T1_est19","T1_est20","T1_est21","T1_est22","T1_est23","T1_est24","T1_est25","T1_est26","T1_est27","T1_est28","T1_est29","T1_est30","T1_est31","T1_est32","T1_est33","T1_est34","T1_est35","T1_est36","T1_est37","T1_est38","T1_est39","T1_est40","T1_est41","T1_est42","T1_est43","T1_est44","T1_est45","T1_est46","T1_est47","T1_est48","T1_est49","T1_est50","T1_est51","T1_est52","T1_est53","T1_est54","T1_est55","T1_est56","T1_est57","T1_est58","T1_est59","T1_est60","T1_est61","T1_est62","T1_est63","T1_est64","T1_est65","T1_est66","T1_est67","T1_est68","T1_est69","T1_est70","T1_est71","T1_est72","T1_est73","T1_est74","T1_est75","T1_est76","T1_est77","T1_est78","T1_est79","T1_est80","T1_est81","T1_est82","T1_est83","T1_est84","T1_est85","T1_est86","T1_est87","T1_est88","T1_est89","T1_est90","T1_est91","T1_est92","T1_est93","T1_est94","T1_est95","T1_est96","T1_est97","T1_est98","T1_est99","T1_est100","T1_est101","T1_est102","T1_est103","T1_est104","T1_est105","T1_est106","T1_est107","T1_est108","T1_est109","T1_est110","T1_est111","T1_est112","T1_est113","T1_est114","T1_est115","T1_est116","T1_est117","T1_est118","T1_est119","T1_est120","T1_est121","T1_est122","T1_est123","T1_est124","T1_est125","T1_est126","T1_est127","T1_est128","T1_est129","T1_est130","T1_est131","T1_est132","T1_est133","T1_est134","T1_est135","T1_est136","T1_est137","T1_est138","T1_est139","T1_est140","T1_est141","T1_est142","T1_est143","T1_est144","T1_est145","T1_est146","T1_est147","T1_moe1","T1_moe2","T1_moe3","T1_moe4","T1_moe5","T1_moe6","T1_moe7","T1_moe8","T1_moe9","T1_moe10","T1_moe11","T1_moe12","T1_moe13","T1_moe14","T1_moe15","T1_moe16","T1_moe17","T1_moe18","T1_moe19","T1_moe20","T1_moe21","T1_moe22","T1_moe23","T1_moe24","T1_moe25","T1_moe26","T1_moe27","T1_moe28","T1_moe29","T1_moe30","T1_moe31","T1_moe32","T1_moe33","T1_moe34","T1_moe35","T1_moe36","T1_moe37","T1_moe38","T1_moe39","T1_moe40","T1_moe41","T1_moe42","T1_moe43","T1_moe44","T1_moe45","T1_moe46","T1_moe47","T1_moe48","T1_moe49","T1_moe50","T1_moe51","T1_moe52","T1_moe53","T1_moe54","T1_moe55","T1_moe56","T1_moe57","T1_moe58","T1_moe59","T1_moe60","T1_moe61","T1_moe62","T1_moe63","T1_moe64","T1_moe65","T1_moe66","T1_moe67","T1_moe68","T1_moe69","T1_moe70","T1_moe71","T1_moe72","T1_moe73","T1_moe74","T1_moe75","T1_moe76","T1_moe77","T1_moe78","T1_moe79","T1_moe80","T1_moe81","T1_moe82","T1_moe83","T1_moe84","T1_moe85","T1_moe86","T1_moe87","T1_moe88","T1_moe89","T1_moe90","T1_moe91","T1_moe92","T1_moe93","T1_moe94","T1_moe95","T1_moe96","T1_moe97","T1_moe98","T1_moe99","T1_moe100","T1_moe101","T1_moe102","T1_moe103","T1_moe104","T1_moe105","T1_moe106","T1_moe107","T1_moe108","T1_moe109","T1_moe110","T1_moe111","T1_moe112","T1_moe113","T1_moe114","T1_moe115","T1_moe116","T1_moe117","T1_moe118","T1_moe119","T1_moe120","T1_moe121","T1_moe122","T1_moe123","T1_moe124","T1_moe125","T1_moe126","T1_moe127","T1_moe128","T1_moe129","T1_moe130","T1_moe131","T1_moe132","T1_moe133","T1_moe134","T1_moe135","T1_moe136","T1_moe137","T1_moe138","T1_moe139","T1_moe140","T1_moe141","T1_moe142","T1_moe143","T1_moe144","T1_moe145","T1_moe146","T1_moe147"
"11","2016thru2020",40,"0400000US13","Georgia",13,3830265,2453160,492635,133325,74485,42200,5190,520,15,8630,112090,59995,35085,4100,360,45,9970,123225,66705,37715,5170,145,20,10315,48710,27720,13850,2220,70,60,3375,75285,49045,16290,4775,105,55,3490,1960525,56625,33835,15755,1885,160,10,3495,103740,68735,23805,2690,255,40,6955,243605,153900,61765,7025,485,50,17495,198005,122815,53020,5240,275,20,12855,1358550,965775,262280,51965,2035,295,55170,1377105,638175,239780,72250,130305,5835,740,120,24090,196985,60830,100425,4710,515,130,25830,147370,55025,68170,5080,340,280,15475,31010,13210,12070,1655,90,0,3030,23030,11595,6380,1595,40,4,3010,738930,74260,26595,39060,2765,275,85,4345,46575,19745,20970,695,180,35,3915,146365,59080,65535,3010,260,100,15495,113785,48125,47480,3425,415,25,11740,357945,182900,122915,17445,470,195,24850,8093,14997,6742,3506,2833,1663,719,166,22,775,3228,1975,1659,615,152,55,832,3149,1939,1910,635,109,21,981,1856,1447,1060,365,57,54,540,2269,1802,1391,546,63,79,458,14524,2131,1471,1305,408,101,24,652,2280,1901,1272,351,128,50,746,4273,3002,2181,797,163,45,1458,3959,2848,2733,505,151,24,1169,12194,8304,5235,1491,281,129,2200,9408,7663,4276,2494,3303,696,213,129,1286,4578,2471,3271,547,209,106,1653,4440,2027,3044,602,133,138,1301,2035,1120,1237,441,69,33,506,1431,899,803,331,52,18,529,7063,2439,1356,1764,407,136,84,663,1990,1335,1329,233,123,56,616,3628,2282,2536,459,136,67,998,2545,1585,2080,698,179,29,1016,5039,3258,3612,943,193,123,1356
